evento_id,resultado_numero,sigla,nome_evento,nome_scholar,h5,h5_median,qualis
341,1,DySPAN,IEEE Symposium on New Frontiers in Dynamic Spectrum Access Networks,IEEE Symposium on New Frontiers in Dynamic Spectrum Access Networks,12,15,A4
342,1,EACL,Conference of the European Chapter of the Association for Computational Linguistics,Conference of the European Chapter of the Association for Computational Linguistics (EACL),77,128,A1
343,1,EASE,International Conference on Evaluation and Assessment in Software Engineering,International Conference on Evaluation and Assessment in Software Engineering,31,52,A3
344,1,EATIS,Euro American Conference on Telematics and Information Systems,Euro American Conference on Telematics and Information Systems,6,6,B3
345,1,EC,ACM conference on Economics and Computation,ACM conference on Economics and Computation,NULL,NULL,A1
346,1,EC-TEL,European Conference on Technology Enhanced Learning,"European Conference on Technology Enhanced Learning"";20;28;A3""",,,
347,1,ECAI,European Conference on Artificial Intelligence,European Conference on Artificial Intelligence (ECAI),44,83,A3
348,1,ECASE,IEEE/ACM International Workshop on Establishing the Community-Wide Infrastructure for Architecture-Based Software Engineering,IEEE/ACM International Workshop on Establishing the Community-Wide Infrastructure for Architecture-Based Software Engineering,NULL,NULL,B4
349,1,ECC,European Control Conference,European Control Conference,29,42,A3
349,2,ECC,European Control Conference,Joint Conference of the European Frequency and Time Forum and IEEE International Frequency Control Symposium (EFTF/IFC),8,12,A3
350,1,ECCTD,European Conference on Circuit Theory and Design,European Conference on Circuit Theory and Design,NULL,NULL,B2
351,1,ECCV,European Conference on Computer Vision,European Conference on Computer Vision,262,417,A1
352,1,ECIR,European Conference on Information Retrieval,European Conference on Advances in Information Retrieval,47,71,A2
353,1,ECIS,European Conference on Information Systems,European Conference on Information Systems,37,48,A2
353,2,ECIS,European Conference on Information Systems,"European, Mediterranean, and Middle Eastern Conference on Information Systems",14,24,A2
353,3,ECIS,European Conference on Information Systems,Central European Conference on Information and Intelligent Systems,10,17,A2
354,1,ECML,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,NULL,NULL,A2
355,1,ECMR,European Conference on Mobile Robots,European Conference on Mobile Robots,14,19,A3
356,1,ECMS,European Conference on Modelling and Simulation,European Conference on Modelling and Simulation (ECMS),12,18,B1
357,1,ECOOP,European Conference on Object-Oriented Programming,European Conference on Object-oriented Programming (ECOOP),21,34,A3
358,1,ECRTS,Euromicro Conference on Real-Time Systems,Euromicro Conference on Real-Time Systems,20,25,A3
359,1,ECSA,European Conference on Software Architecture,European Conference on Software Architecture,21,24,A4
360,1,ECSCW,European Conference on Computer Supported Cooperative Work,European Conference on Computer-Supported Cooperative Work,12,15,B3
361,1,ECSQARU,European Conference on Symbolic and Quantitative Approaches to Reasoning and Uncertainty,European Conference on Symbolic and Quantitative Approaches to Reasoning and Uncertainty,NULL,NULL,B3
362,1,EDBT,International Conference on Extending Database Technology,International Conference on Extending Database Technology (EDBT),29,43,A2
363,1,EDCC,European Dependable Computing Conference,European Dependable Computing Conference,16,22,A4
364,1,EDGE,International Conference on Edge Computing,International Conference on Edge Computing and Applications,22,38,A3
364,2,EDGE,International Conference on Edge Computing,International Conference on Fog and Mobile Edge Computing,18,34,A3
364,3,EDGE,International Conference on Edge Computing,IEEE International Conference on Edge Computing and Communications,16,22,A3
365,1,EDM,International Conference on Educational Data Mining,International Conference on Educational Data Mining (EDM),31,52,A2
366,1,EDOC,IEEE International Enterprise Distributed Object Computing Conference,"International IEEE Enterprise Distributed Object Computing Conference, EDOC",19,33,A4
367,1,EDUCOMP,Simpósio Brasileiro de Educação em Computação,Simpósio Brasileiro de Educação em Computação (EDUCOMP),11,13,B3
368,1,EDUCON,IEEE Global Engineering Education Conference,IEEE Global Engineering Education Conference,NULL,NULL,B3
369,1,EECS,European Conference on Electrical Engineering and Computer Science,European Conference on Electrical Engineering and Computer Science,NULL,NULL,B3
370,1,EEEWC,"International Conference on e-Learning, e-Business, Enterprise Information Systems, and e-Government","International Conference on e-Learning, e-Business, Enterprise Information Systems, and e-Government",NULL,NULL,B4
371,1,EGOV,International Conference on Electronic Government,International Conference on Electronic Government,17,22,B1
372,1,EGOV-CEDEM-EPART,International Conference on Electronic Government/International Conference for E-Democracy and Open Government,International Conference on Electronic Government/International Conference for E-Democracy and Open Government,NULL,NULL,B1
373,1,EGOVIS,International Conference on Electronic Government and the Information Systems Perspective,International Conference on Electronic Government and the Information Systems Perspective,NULL,NULL,B3
374,1,EICS,ACM SIGCHI Symposium on Engineering Interactive Computing Systems,ACM SIGCHI Symposium on Engineering Interactive Computing Systems,10,13,A4
375,1,EIT,International Conference on Electro Information Technology,IEEE International Conference on Electro/Information Technology,27,36,A3
376,1,EJC,International Conference on Information Modeling and Knowledge,International Conference on Information Modeling and Knowledge,NULL,NULL,B3
377,1,EM-GIS,International Workshop on the Use of GIS in Emergency Management,International Workshop on the Use of GIS in Emergency Management,NULL,NULL,B4
378,1,EMAS,International Workshop on Engineering Multiagent Systems,International Workshop on Engineering Multiagent Systems,NULL,NULL,B4
379,1,EMBC,Annual International Conference of the IEEE Engineering in Medicine and Biology Society,Annual International Conference of the IEEE Engineering in Medicine and Biology Society,NULL,NULL,A1
380,1,EMBS,IEEE-EMBS International Conference on Biomedical and Health Informatics,IEEE EMBS International Conference on Biomedical and Health Informatics,17,23,A3
381,1,EMNLP,Conference on Empirical Methods in Natural Language Processing,Conference on Empirical Methods in Natural Language Processing (EMNLP),218,323,A1
382,1,EMO,International Conference on Evolutionary Multi-Criterion Optimization,International Conference on Evolutionary Multi-Criterion Optimization,NULL,NULL,B1
383,1,EMSOFT,ACM International Conference on Embedded Software,ACM International Conference on Embedded Software,NULL,NULL,B3
384,1,ENANPAD,Encontro Nacional da Associação Nacional de Pós-Graduação e Pesquisa em Administração,Encontro Nacional da Associação Nacional de Pós-Graduação e Pesquisa em Administração,NULL,NULL,B3
385,1,ENASE,International Conference on Evaluation of Novel Approaches to Software Engineering,International Conference on Evaluation of Novel Approaches to Software Engineering,NULL,NULL,B1
386,1,ENCP,ACM CoNEXT Workshop on Emerging in-Network Computing Paradigms,ACM CoNEXT Workshop on Emerging in-Network Computing Paradigms,NULL,NULL,B4
387,1,ENIAC,Encontro Nacional de Inteligencia Artificial e Computacional,Encontro Nacional de Inteligência Artificial e Computacional,9,14,B4
388,1,EPIA,Portuguese Conference on Artificial Intelligence,Portuguese Conference on Artificial Intelligence (EPIA),11,12,B2
389,1,ER,International Conference on Conceptual Modeling,International Conference on Conceptual Modeling,24,29,A3
390,1,Ergodesign,Congresso Internacional de Ergonomia e Usabilidade de Interfaces Humano Tecnológica,Congresso Internacional de Ergonomia e Usabilidade de Interfaces Humano Tecnológica,NULL,NULL,B4
391,1,ESA,European Symposium on Algorithms,European Symposium on Algorithms,22,30,A3
392,1,ESANN,"European Symposium on Artificial Neural Networks, Computational Intelligence and Machine Learning","European Symposium on Artificial Neural Networks, Computational Intelligence and Machine Learning",NULL,NULL,A3
393,1,ESCIENCE,IEEE International Conference on e-Science,IEEE International Conference on e-Science,NULL,NULL,A3
394,1,ESELAW,Workshop Latinoamericano de Ingeniería de Software Experimental,Workshop Latinoamericano de Ingeniería de Software Experimental,NULL,NULL,B4
395,1,ESEM,ACM/IEEE International Symposium on Empirical Software Engineering and Measurement,ACM/IEEE International Symposium on Empirical Software Engineering and Measurement,NULL,NULL,A2
396,1,ESOCC,European Conference on Service-Oriented and Cloud Computing,European Conference on Service-Oriented and Cloud Computing,NULL,NULL,B1
397,1,ESOP,European Symposium on Programming,European Symposium on Programming (ESOP),24,33,A2
398,1,ESORICS,European Symposium on Research in Computer Security,European Symposium on Research in Computer Security,NULL,NULL,A2
399,1,ESSCIRC,European Solid State Circuits Conference,European Solid State Circuits Conference (ESSCIRC),19,24,A3
400,1,ESSDERC,European Solid State Device Research Conference,"European Solid State Device Research Conference, ESSDERC",13,19,A4
401,1,ESWC,Extended Semantic Web Conference,Extended Semantic Web Conference,31,44,A2
402,1,ESWS,European Semantic Web Conference,European Semantic Web Conference,NULL,NULL,A2
403,1,ETC,Encontro de Teoria da Computação,Encontro de Teoria da Computação (ETC),2,3,B4
404,1,ETFA,IEEE International Conference on Emerging Technologies and Factory Automation,IEEE International Conference on Emerging Technologies and Factory Automation,NULL,NULL,A2
405,1,ETRA,ACM Symposium on Eye Tracking Research & Applications,ACM Symposium on Eye Tracking Research & Applications,NULL,NULL,A3
406,1,ETS,IEEE European Test Symposium,IEEE European Test Symposium (ETS),16,22,A4
407,1,EUC,IEEE/IFIP International Conferences on Embedded and Ubiquitous Computing,IEEE/IFIP International Conferences on Embedded and Ubiquitous Computing,NULL,NULL,B4
408,1,EuCNC,European Conference on Networks and Communications,European Conference on Networks and Communications,26,43,A2
409,1,EUMAS,European Conference on Multi-Agent Systems,European Conference on Multi-Agent Systems,NULL,NULL,B4
410,1,EURO,European Conference on Operational Research,European Conference on Operational Research,NULL,NULL,B4
411,1,EUROCOMB,"European Conference on Combinatorics, Graph Theory and Applications","European Conference on Combinatorics, Graph Theory and Applications",9,14,B2
412,1,EUROCRYPT,International Conference on Theory and Applications of Cryptographic Techniques,International Conference on Theory and Applications of Cryptographic Techniques (EUROCRYPT),66,101,A1
413,1,EUROGRAPHICS,European Association for Computer Graphics,European Association for Computer Graphics,NULL,NULL,A1
414,1,EUROHAPTICS,Eurohaptics,EuroHaptics,11,20,A4
415,1,EuroMPI,European MPI Users Group Meeting,European MPI Users Group Meeting,NULL,NULL,B4
416,1,EUROPAR,European Conference on Parallel Computing,European Conference on Parallel Computing,NULL,NULL,A3
417,1,EuroPloP,European Conference on Pattern Languages of Programs,European Conference on Pattern Languages of Programs,14,19,B2
418,1,EuroSPI,European Conference on Software Process Improvement,Conference on European System & Software Process Improvement and Innovation (EuroSPI),17,26,B1
419,1,EUROSYS,European Conference on Computer Systems,ACM European Conference on Computer Systems,52,78,A1
420,1,EuroVis,EG/VGTC Conference on Visualization,EG/VGTC Conference on Visualization,NULL,NULL,A1
421,1,EUSFLAT,Conference of the European Society for Fuzzy Logic and Technology,Conference of the European Society for Fuzzy Logic and Technology,NULL,NULL,B2
422,1,EUSIPCO,European Signal Processing Conference,European Signal Processing Conference (EUSIPCO),35,46,A2
423,1,EVOAPPLICATIONS,European Conference on the Applications of Evolutionary Computation,European Conference on the Applications of Evolutionary Computation,NULL,NULL,A4
424,1,EVOCOP,European Conference on Evolutionary Computation in Combinatorial Optimization,European Conference on Evolutionary Computation in Combinatorial Optimization,NULL,NULL,B2
425,1,EWC,Embedded Word Conference,Embedded Word Conference,NULL,NULL,B4
426,1,EWSDN,European Workshop on Software Defined Networks,European Workshop on Software Defined Networks,NULL,NULL,B3
427,1,EWSN,European Conference on Wireless Sensor Networks,European Conference on Wireless Sensor Networks,NULL,NULL,B4
428,1,EXP.AT,Experiment@ International Conference,Experiment@ International Conference,NULL,NULL,B2
429,1,FACS,International Conference on Formal Aspects of Component Software,International Conference on Formal Aspects of Component Software,NULL,NULL,A3
430,1,FASE,International Conference on Fundamental Approaches to Software Engineering,International Conference on Fundamental Approaches to Software Engineering,NULL,NULL,A3
431,1,FAST,USENIX Conference on File and Storage Technologies,USENIX Conference on File and Storage Technologies,NULL,NULL,A1
432,1,FC,International Conference on Financial Cryptography and Data Security,International Conference on Financial Cryptography and Data Security,50,74,A1
433,1,FCCM,IEEE Annual International Symposium on Field-Programmable Custom Computing Machines,IEEE Annual International Symposium on Field-Programmable Custom Computing Machines,NULL,NULL,A2
434,1,FCT,International Symposium on Fundamentals of Computation Theory,International Symposium on Fundamentals of Computation Theory,NULL,NULL,B3
435,1,FCTA,International Conference on Fuzzy Computation Theory and Applications,International Conference on Fuzzy Computation Theory and Applications,NULL,NULL,B4
436,1,FDG,Foundations of Digital Games,Foundations of Digital Games,27,35,A3
437,1,FDL,Forum on Specification and Design Languages,Forum on Specification and Design Languages,NULL,NULL,B4
438,1,FECS,International Conference on Frontiers in Education: Computer Science and Computer Engineering,International Conference on Frontiers in Education: Computer Science and Computer Engineering,NULL,NULL,B3
439,1,FEDCSIS,Federated Conference on Computer Science and Information Systems,Federated Conference on Computer Science and Information Systems,NULL,NULL,A3
440,1,FGR,IEEE International Conference on Automatic Face and Gesture Recognition,IEEE International Conference on Automatic Face and Gesture Recognition,NULL,NULL,A1
441,1,FiCloud,International Conference on Future Internet of Things and Cloud,International Conference on Future Internet of Things and Cloud (FiCloud),11,15,A2
442,1,FIE,IEEE Frontiers in Education Conference,IEEE Frontiers in Education Conference,NULL,NULL,A3
443,1,FIT,International Conference on Forntiers of Information Technology,International Conference on Forntiers of Information Technology,NULL,NULL,B1
444,1,FLAIRS,International Florida Artificial Intelligence Conference,International Florida Artificial Intelligence Conference,NULL,NULL,A4
445,1,FLOPS,International Symposium on Functional and Logic Programming,International Symposium on Functional and Logic Programming,NULL,NULL,B1
446,1,FM,International Symposium on Formal Methods,"International Symposium On Leveraging Applications of Formal Methods, Verification and Validation",22,29,A3
447,1,FMCAD,International Conference on Formal Methods in Computer-Aided Design,International Conference on Formal Methods in Computer-Aided Design,NULL,NULL,A3
448,1,FOCS,IEEE Annual Symposium on Foundations of Computer Science,IEEE Annual Symposium on Foundations of Computer Science,NULL,NULL,A1
449,1,FOIS,International Conference on Formal Ontology in Information Systems,International Conference on Formal Ontology in Information Systems,NULL,NULL,B4
450,1,FormaliSE,International Conference on Formal Methods in Software Engineering,International Conference on Formal Methods in Software Engineering,NULL,NULL,B1
451,1,FOSD,International Workshop on Feature-Oriented Software Development,International Workshop on Feature-Oriented Software Development,NULL,NULL,B3
452,1,FoSSaCS,International Conference on Foundations of Software Science and Computation Structures,International Conference on Foundations of Software Science and Computation Structures (FoSSaCS),15,22,A3
453,1,FPGA,Symposium on Field Programmable Gate Arrays,Symposium on Field Programmable Gate Arrays (FPGA),39,71,A1
454,1,FPL,International Conference on Field-Programmable Logic and Applications,International Conference on Field Programmable Logic and Applications,26,42,A2
455,1,FPT,IEEE International Conference on Field-Programmable Technology,IEEE International Conference on Field-Programmable Technology,NULL,NULL,A4
456,1,FROCOS,International Symposium on Frontiers of Combining Systems,International Symposium on Frontiers of Combining Systems,NULL,NULL,B1
457,1,FSCD,International Conference on Formal Structures for Computation and Deduction,International Conference on Formal Structures for Computation and Deduction,16,22,A3
458,1,FSE,Fast Software Encryption,Fast Software Encryption,NULL,NULL,B3
459,1,FSE/ESEC,Joint Meeting on European Software Engineering Conference and Foundations of Software Engineering,Joint Meeting on European Software Engineering Conference and Foundations of Software Engineering,NULL,NULL,A1
460,1,FSEN,International Conference on Fundamentals of Software Engineering,International Conference on Fundamentals of Software Engineering,NULL,NULL,B3
461,1,FSR,Conference on Field and Service Robotics,Conference on Field and Service Robotics,NULL,NULL,B4
462,1,FTC,Future Technologies Conference,"IEEE International Conference on Computing and Communication Technologies, Research, Innovation, and Vision for the Future (RIVF)",20,32,A4
462,2,FTC,Future Technologies Conference,IEEE International Conference on Energy Technologies for Future Grids,8,12,A4
463,1,FUN,International Conference on Fun with Algorithms,International Conference on Fun with Algorithms,NULL,NULL,B3
464,1,FUSION,International Conference on Information Fusion,International Conference on Information Fusion,23,30,A2
465,1,FUZZ,IEEE International Conference on Fuzzy Systems,IEEE International Conference on Fuzzy Systems (FUZZ),25,34,A3
466,1,GameSec,Conference on Decision and Game Theory for Security,Conference on Decision and Game Theory for Security,NULL,NULL,A3
467,1,GAS,International Workshop on Games and Software Engineering,International Workshop on Games and Software Engineering,NULL,NULL,B4
468,1,GbRPR,International Workshop on Graph-Based Representations in Pattern Recognition,International Workshop on Graph-Based Representations in Pattern Recognition,NULL,NULL,B2
469,1,GECCO,Genetic and Evolutionary Computation Conference,Conference on Genetic and Evolutionary Computation,49,65,A1
470,1,GECON,"International Conference on Economics of Grids, Clouds, Systems and Services","International Conference on Economics of Grids, Clouds, Systems and Services",NULL,NULL,B2
471,1,GEFI,Global Experimentation for Future Internet,Global Experimentation for Future Internet,NULL,NULL,B4
472,1,GEM,"IEEE Games, Entertainment, Media Conference","IEEE Games, Entertainment, Media Conference",NULL,NULL,B1
473,1,GeoAI,International Workshop on AI for Geographic Knowledge Discovery,International Workshop on AI for Geographic Knowledge Discovery,NULL,NULL,B3
474,1,GEOBIA,Geographic Object-based Image Analysis,Geographic Object-based Image Analysis,NULL,NULL,B3
475,1,GEOINFO,Brazilian Symposium on GeoInformatics,Brazilian Symposium on GeoInformatics,4,6,B1
476,1,GeoPROCESSING-IARIA,"IARIA International Conference on Advanced Geographic Information Systems, Applications, and Services","IARIA International Conference on Advanced Geographic Information Systems, Applications, and Services",NULL,NULL,B3
477,1,GeoSim,International Workshop on Geospatial Simulation,International Workshop on Geospatial Simulation,NULL,NULL,B4
478,1,GI,Graphics Interface Conference,Graphics Interface Conference,13,18,B1
479,1,GIIS,Global Information Infrastructure and Networking Symposium,Global Information Infrastructure and Networking Symposium,NULL,NULL,B2
480,1,GIR,Workshop on Geographic Information Retrieval,Workshop on Geographic Information Retrieval,NULL,NULL,B2
481,1,GIScience,International Conference on Geographic Information Science,International Conference on Geographic Information Science,11,16,A4
482,1,GLOBALSIP,Global Conference on Signal and Information Processing,Global Conference on Signal and Information Processing,NULL,NULL,A2
483,1,GLOBECOM,IEEE Global Communications Conference,IEEE Global Communications Conference,NULL,NULL,A1
484,1,GLSVLSI,Great Lakes Symposium on VLSI,Great Lakes Symposium on VLSI,24,35,A3
485,1,GPC,International Conference on Grid And Pervasive Computing,International Conference on Grid And Pervasive Computing,NULL,NULL,B2
486,1,GPCE,ACM International Conference on Generative Programming: Concepts and Experiences,ACM International Conference on Generative Programming: Concepts and Experiences,NULL,NULL,B3
487,1,GRAPP,International Conference on Computer Graphics Theory and Applications,International Conference on Computer Graphics Theory and Applications (GRAPP),11,14,B3
488,1,GreenCom,IEEE International Conference on Green Computing and Communications,IEEE International Conference on Green Computing and Communications,NULL,NULL,A2
489,1,GROUP,International Conference on Supporting Group Work,International Conference on Supporting Group Work,NULL,NULL,A3
490,1,GVIZ,Workshop on New Directions in Geovisual Analytics,Workshop on New Directions in Geovisual Analytics,NULL,NULL,B4
491,1,GWN,International Global Wordnet Conference,International Global Wordnet Conference,NULL,NULL,B2
492,1,HAIS,International Conference on Hybrid Artificial Intelligence Systems,International Conference on Hybrid Artificial Intelligence Systems,NULL,NULL,A4
493,1,HAPTICS,IEEE Haptics Symposium,IEEE Haptics Symposium,NULL,NULL,A3
494,1,HASE,IEEE International Symposium on High Assurance Systems Engineering,IEEE International Symposium on High Assurance Systems Engineering,NULL,NULL,A3
495,1,HCOMP,AAAI Conference on Human Computation and Crowdsourcing,AAAI Conference on Human Computation and Crowdsourcing,NULL,NULL,A3
496,1,HCSE,International Conference on Human-Centered Software Engineering,International Conference on Human-Centered Software Engineering,NULL,NULL,B3
497,1,HEALTHCOM,"IEEE International Conference on E-health Networking, Application & Services","IEEE International Conference on E-health Networking, Application & Services",NULL,NULL,A3
498,1,HEALTHINF,International Conference on Health Informatics,International Conference on Health Informatics (HEALTHINF),18,27,A3
499,1,HEALTHINFO,"International Conference on Informatics and Assistive Technologies for Health-Care, Medical Support and Wellbeing","International Conference on Informatics and Assistive Technologies for Health-Care, Medical Support and Wellbeing",NULL,NULL,B4
500,1,HICSS,Hawaii International Conference on System Sciences,Hawaii International Conference on System Sciences,53,72,A1
501,1,HILDA,Workshop on Human-In-the-Loop Data Analytics,Workshop on Human-In-the-Loop Data Analytics,NULL,NULL,A4
502,1,HIMS,International Conference on Health Informatics and Medical Systems,International Conference on Health Informatics and Medical Systems,NULL,NULL,B4
503,1,HIPC,IEEE International Conference on High Performance Computing,IEEE International Conference on High Performance Computing and Communications,19,27,A3
504,1,HIS,International Conference on Hybrid Intelligent Systems,International Conference on Hybrid Intelligent Systems,14,27,A4
504,2,HIS,International Conference on Hybrid Intelligent Systems,International Conference on Hybrid Artificial Intelligent Systems,11,15,A4
505,1,HM,International Workshop on Hybrid Metaheuristics,International Workshop on Hybrid Metaheuristics,NULL,NULL,B3
506,1,HOST,IEEE International Symposium on Hardware Oriented Security and Trust,IEEE International Symposium on Hardware Oriented Security and Trust,NULL,NULL,A3
507,1,HOTNETS,ACM Workshop on Hot Topics in Networks,ACM Workshop on Hot Topics in Networks,23,35,A3
508,1,HPCA,IEEE International Symposium on High Performance Computer Architecture,IEEE International Symposium on High Performance Computer Architecture,59,99,A1
509,1,HPCC,International Conference on High Performance Computing and Communications,IEEE International Conference on High Performance Computing and Communications,19,27,A3
509,2,HPCC,International Conference on High Performance Computing and Communications,"International Conference on High Performance Compilation, Computing and Communications",6,11,A3
510,1,HPCS,International Conference on High Performance Computing & Simulation,International Conference on High Performance Computing & Simulation,NULL,NULL,A4
511,1,HPDC,International Symposium on High Performance Distributed Computing,ACM International Symposium on High Performance Distributed Computing,23,34,A3
512,1,HPSR,IEEE High Performance Switching and Routing,IEEE High Performance Switching and Routing,NULL,NULL,B2
513,1,HRI,ACM/IEEE International Conference on Human Robot Interaction,ACM/IEEE International Conference on Human Robot Interaction,52,78,A1
514,1,HS,Haskell Symposium,Haskell Symposium,NULL,NULL,B3
515,1,HSCC,International Conference on Hybrid Systems: Computation and Control,International Conference on Hybrid Systems: Computation and Control,NULL,NULL,A2
516,1,HT,ACM Conference on Hypertext and Social Media,ACM Conference on Hypertext and Social Media,NULL,NULL,A4
517,1,Humanoids,IEEE RAS International Conference on Humanoid Robot,IEEE RAS International Conference on Humanoid Robot,NULL,NULL,A2
518,1,Hypertext,ACM Conference on Hypertext and Hypermedia,ACM Conference on Hypertext and Hypermedia,21,33,A3
519,1,i-SAIRAS,"International Symposium on Artificial Intelligence, Robotics and Automation in Space","International Symposium on Artificial Intelligence, Robotics and Automation in Space",NULL,NULL,B3
520,1,I/ITSEC,"Interservice/Industry Training, Simulation & Education Conference","Interservice/Industry Training, Simulation & Education Conference",NULL,NULL,B3
521,1,I2MTC,IEEE International Instrumentation and Measurement Technology Conference,IEEE International Instrumentation and Measurement Technology Conference,NULL,NULL,A3
522,1,I3D,ACM SIGGRAPH Symposium on Interactive 3D Graphics and Games,ACM SIGGRAPH Symposium on Interactive 3D Graphics and Games,NULL,NULL,A3
523,1,IAAI,International Conference of the Italian Association for Artificial Intelligence,International Conference of the Italian Association for Artificial Intelligence,NULL,NULL,B2
524,1,IAS,Industry Applications Society Annual Meeting,IEEE Annual Meeting Industry Applications Society,28,42,A2
525,1,IAV,IFAC Symposium on Intelligent Autonomous Vehicles,IFAC Symposium on Intelligent Autonomous Vehicles,NULL,NULL,B4
526,1,IBERAMIA,Ibero-American Conference on Artificial Intelligence,Ibero-American Conference on Artificial Intelligence,NULL,NULL,B2
527,1,IBERCHIP,Workshop Iberchip,Workshop Iberchip,NULL,NULL,B4
528,1,IC2E,IEEE International Conference on Cloud Engineering,IEEE International Conference on Cloud Engineering,19,24,A2
529,1,IC3K,"International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management","International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management",10,17,B2
530,1,ICA3PP,International Conference on Algorithms and Architectures for Parallel Processing,International Conference on Algorithms and Architectures for Parallel Processing (ICA3PP),13,22,B1
531,1,ICAART,International Conference on Agents and Artificial Intelligence,International Conference on Agents and Artificial Intelligence (ICAART),24,30,A4
532,1,ICAI,International Conference on Applied Informatics,"International Conference on Advances in Computing, Communication and Applied Informatics",23,33,B3
532,2,ICAI,International Conference on Applied Informatics,International Conference on Applied Informatics,15,22,B3
533,1,ICAISC,International Conference on Artificial Intelligence and Soft Computing,International Conference on Artificial Intelligence and Soft Computing ICAISC,13,20,A4
534,1,ICAIWC,International Conference on Artificial Intelligence,International Joint Conference on Artificial Intelligence (IJCAI),136,207,B2
534,2,ICAIWC,International Conference on Artificial Intelligence,International Conference on Artificial Intelligence and Statistics,101,156,B2
534,3,ICAIWC,International Conference on Artificial Intelligence,International Conference on Artificial Intelligence and Smart Systems,34,45,B2
534,4,ICAIWC,International Conference on Artificial Intelligence,International Conference on Artificial Intelligence in Information and Communication,28,43,B2
534,5,ICAIWC,International Conference on Artificial Intelligence,International Conference on Artificial Intelligence and Computer Vision,27,72,B2
534,6,ICAIWC,International Conference on Artificial Intelligence,IEEE International Conference on Tools with Artificial Intelligence (ICTAI),26,35,B2
534,7,ICAIWC,International Conference on Artificial Intelligence,International Conference on Applied Artificial Intelligence and Computing,26,35,B2
534,8,ICAIWC,International Conference on Artificial Intelligence,IEEE International Conference on Artificial Intelligence Circuits and Systems,26,33,B2
534,9,ICAIWC,International Conference on Artificial Intelligence,IFIP International Conference on Artificial Intelligence Applications and Innovations,25,45,B2
534,10,ICAIWC,International Conference on Artificial Intelligence,International Conference on Artificial Intelligence and Law,24,40,B2
534,11,ICAIWC,International Conference on Artificial Intelligence,International Conference on Agents and Artificial Intelligence (ICAART),24,30,B2
534,12,ICAIWC,International Conference on Artificial Intelligence,"International Conference on Big Data, Artificial Intelligence and Internet of Things Engineering",22,40,B2
534,13,ICAIWC,International Conference on Artificial Intelligence,"International Conference on Research Methodologies in Knowledge Management, Artificial Intelligence and Telecommunication Engineering",21,32,B2
534,14,ICAIWC,International Conference on Artificial Intelligence,International Conference on Artificial Intelligence and Smart Energy,21,30,B2
534,15,ICAIWC,International Conference on Artificial Intelligence,International Conference on Artificial Intelligence and Signal Processing,21,27,B2
534,16,ICAIWC,International Conference on Artificial Intelligence,"International Conference on Electronics, Computers and Artificial Intelligence",21,26,B2
534,17,ICAIWC,International Conference on Artificial Intelligence,IEEE International Conference on Artificial Intelligence and Computer Applications,19,31,B2
534,18,ICAIWC,International Conference on Artificial Intelligence,IEEE International Conference on Artificial Intelligence in Engineering and Technology,19,27,B2
534,19,ICAIWC,International Conference on Artificial Intelligence,"International Conference on Artificial Intelligence, Big Data, Computing and Data Communication Systems",19,24,B2
534,20,ICAIWC,International Conference on Artificial Intelligence,IEEE International Conference on Artificial Intelligence and Virtual Reality,18,24,B2
535,1,ICALP,"International Colloquium on Automata, Languages, and Programming","International Colloquium on Automata, Languages and Programming (ICALP)",29,45,A2
536,1,ICALT,IEEE International Conference on Advanced Learning Technologies,IEEE International Conference on Advanced Learning Technologies,20,32,A3
536,2,ICALT,IEEE International Conference on Advanced Learning Technologies,IEEE International Conference on Advanced Learning Technologies on Education & Research,8,8,A3
537,1,ICANN,International Conference on Artificial Neural Networks,International Conference on Artificial Neural Networks,28,41,A2
537,2,ICANN,International Conference on Artificial Neural Networks,International Work-Conference on Artificial and Natural Neural Networks (IWANN),10,14,A2
538,1,ICAPS,International Conference on Automated Planning and Scheduling,International Conference on Automated Planning and Scheduling (ICAPS),33,55,A2
539,1,ICAR,International Conference on Advanced Robotics,International Conference on Advanced Robotics,18,25,A3
539,2,ICAR,International Conference on Advanced Robotics,International Conference on Advanced Robotics and Mechatronics,14,24,A3
540,1,ICARA,"International Conference on Automation, Robotics and Applications","International Conference on Automation, Robotics and Applications",NULL,NULL,B4
541,1,ICARM,International Conference on Advanced Robotics and Mechatronics,International Conference on Advanced Robotics and Mechatronics,14,24,B1
542,1,ICAROB,International Conference on Artificial Life and Robotics,International Conference on Artificial Life and Robotics,NULL,NULL,B3
543,1,ICARSC,IEEE International Conference on Autonomous Robot Systems and Competitions,IEEE International Conference on Autonomous Robot Systems and Competitions,19,29,B1
544,1,ICARV,"International Conference on Control, Automation, Robotics and Vision","International Conference on Control, Automation, Robotics and Vision",16,23,A4
545,1,ICAS-IARIA,IARIA International Conference on Autonomic and Autonomous Systems,IARIA International Conference on Autonomic and Autonomous Systems,NULL,NULL,B1
546,1,ICASSP,"IEEE International Conference on Acoustics, Speech and Signal Processing","IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",137,203,A1
